Concept ID,Dependency Count
K_压力中心_航空科学技术,0
K_压平眼压计_医学,0
K_原位肝移植_医学,0
K_参变上转换_物理学,0
K_参数_数学,2
K_参数振动_机械工程,0
K_参比物_化学,0
K_双向身份认证_计算机科学技术,0
K_双向通信_数学,1
K_双导轨架式升降机_机械工程,0
K_双盘离合器_机械工程,0
K_反例_数学,1
K_反向域_计算机科学技术,0
K_反射计法_航天科学技术,0
K_反铁磁性恒弹性合金_材料科学技术,0
K_发射计算机断层显像_化学,0
K_取向硅钢_材料科学技术,0
K_取向致流[效应]_物理学,0
K_口服葡萄糖耐量试验_医学,0
K_古埃及建筑_建筑学,0
K_可用度_电气工程,0
K_可计算性_数学,0
K_可调定温开关_电气工程,0
K_可赎回债券_管理科学技术,0
K_可降解医用金属材料_材料科学技术,0
K_叶片_航空科学技术,0
K_叶节点_计算机科学技术,5
K_合成碳膜电位器_电子学,0
K_吊货索_船舶工程,0
K_后效冲量_航天科学技术,0
K_后起本字_语言学,0
K_后进先出_计算机科学技术,1
K_向量_数学,2
K_含氧燃油_机械工程,0
K_吸着_材料科学技术,0
K_哈尼文_语言学,0
K_哈希函数_计算机科学技术,1
K_哥窑_材料科学技术,0
K_喀斯特地貌_建筑学,0
K_善本_教育学,0
K_喷油泵转速_机械工程,0
K_喷熔_机械工程,0
K_喷雾热分解法制粉_材料科学技术,0
K_噪声_地理学,0
K_噪声_机械工程,0
K_囊样黄斑水肿_医学,0
K_回答集编程_计算机科学技术,0
K_固定资产折旧_建筑学,0
K_国家基础性研究重大项目计划_管理科学技术,0
K_国际工会联合会_世界历史,0
K_图例查询_计算机科学技术,0
K_图形_计算机科学技术,1
K_图的遍历_计算机科学技术,2
K_图论_数学,6
K_土地属性_地理学,0
K_土壤化学地理_地理学,0
K_土壤给水度_地理学,0
K_土壤资源_地理学,0
K_地图学史_地理学,0
K_地址_计算机科学技术,7
K_地址空间_计算机科学技术,4
K_地址解析_计算机科学技术,1
K_地学思维_自然辩证法,0
K_地平线摄影机_机械工程,0
K_坐标轴_数学,1
K_坡田_农学,0
K_垂直截骨术_医学,0
K_埋藏阶地_地质学,0
K_城市规划_地理学,0
K_域_数学,0
K_域名_计算机科学技术,3
K_基于代价的查询优化_计算机科学技术,0
K_基于智能体的系统_计算机科学技术,0
K_基底石_建筑学,0
K_基本农田保护区_建筑学,0
K_基本操作_教育学,0
K_基本输入输出系统_计算机科学技术,1
K_基本运算_数学,15
K_基础生命支持_医学,0
K_堵灰_机械工程,0
K_增生性龈炎_医学,0
K_壁式悬臂起重机_机械工程,0
K_外壳爆裂_电气工程,0
K_外延堆垛层错_电子学,0
K_外部换相逆变器_电气工程,0
K_多位作用_电气工程,0
K_多元论_地理学,0
K_多器官功能障碍综合征_医学,0
K_多指令发射_计算机科学技术,0
K_多智能体系统_计算机科学技术,0
K_多毛细胞白血病_医学,0
K_多米诺理论_地理学,0
K_多重人格_心理学,0
K_多阶段决策过程_数学,0
K_多项式_数学,6
K_大于_数学,2
K_大学生_教育学,0
K_大数据_计算机科学技术,2
K_大气参数检测_航天科学技术,0
K_天文导航_船舶工程,0
K_天文辐射_地理学,0
K_天然轻骨料_建筑学,0
K_天青蛋白_化学,0
K_失效模式效应与危害度分析_计算机科学技术,0
K_失真_数学,1
K_头发移植术_医学,0
K_奇怪吸引子_数学,0
K_姿态控制量_航天科学技术,0
K_子串_计算机科学技术,1
K_子痫_医学,0
K_子网_计算机科学技术,1
K_子集_数学,1
K_孔隙冰_地理学,0
K_字符串_计算机科学技术,2
K_存储电容_电子学,0
K_存储空间_数学,1
K_存在心理治疗_心理学,0
K_学习评价_计算机科学技术,0
K_学校标志_教育学,0
K_学校管理_教育学,0
K_孩子_计算机科学技术,4
K_安全带_机械工程,0
K_完全气体_航空科学技术,0
K_定义_数学,3
K_定时延动作_电气工程,0
K_实例_计算机科学技术,2
K_实轴_数学,3
K_容量_数学,1
K_宽带干扰_电气工程,0
K_宽式标音_语言学,0
K_密码_数学,2
K_密钥交换_计算机科学技术,0
K_密钥长度_计算机科学技术,2
K_对效应_物理学,0
K_导弹攻击区_航空科学技术,0
K_导流系数_电子学,0
K_封檐板_建筑学,0
K_小于_数学,1
K_小回转半径挖掘机_机械工程,0
K_小数点_数学,1
K_小脑_心理学,0
K_尿道球腺腺癌_医学,0
K_层合板冲击后压缩强度_材料科学技术,0
K_层合板最大应力失效判据_材料科学技术,0
K_层次遍历_计算机科学技术,1
K_峰面积_化学,0
K_差错检验_计算机科学技术,1
K_布拉开系_物理学,0
K_带信号灯警钟_船舶工程,0
K_带颈平焊法兰_机械工程,0
K_常数_数学,4
K_干湿球湿度计_物理学,0
K_干热风_地理学,0
K_平均共产主义_世界历史,0
K_平均方法_数学,0
K_平均自由程_机械工程,0
K_平板玻璃_材料科学技术,0
K_平行光管_机械工程,0
K_并行工程_计算机科学技术,0
K_广义m维单纯形_数学,0
K_广域网_计算机科学技术,2
K_应用_计算机科学技术,1
K_庞特里亚金数_数学,0
K_度量_数学,1
K_延寿_航空科学技术,0
K_延时样本_航空科学技术,0
K_建筑体系_建筑学,0
K_建筑学专业教育评估_建筑学,0
K_建筑类型_建筑学,0
K_建议_计算机科学技术,0
K_开区间_数学,1
K_开放式数据库互连_地理学,0
K_开放系统互连_计算机科学技术,3
K_开水间_建筑学,0
K_异常型种子_农学,0
K_异形弹簧_机械工程,0
K_引信抗干扰性_航天科学技术,0
K_引用_语言学,0
K_弗雷歇导数_数学,0
K_弹性散射_物理学,0
K_弹性薪酬_管理科学技术,0
K_强连通分量_计算机科学技术,0
K_形体_语言学,0
K_德育方式_教育学,0
K_必要条件_数学,1
K_怀特黑德手术_医学,0
K_急性肠系膜淋巴结炎_医学,0
K_性别细分_管理科学技术,0
K_性病淋巴肉芽肿性结膜炎_医学,0
K_总体_数学,2
K_总布置_船舶工程,0
K_恶性淋巴瘤_医学,0
K_惰性气体[原子]激光器_机械工程,0
K_惰性气体_地质学,0
K_意向锁_计算机科学技术,1
K_戈莱码_数学,0
K_成功定向_心理学,0
K_战略通信卫星_航天科学技术,0
K_战略领导力_管理科学技术,0
K_扩展单体型_免疫学,0
K_扫描微波频谱仪_电子学,0
K_技术[准备]区_航天科学技术,0
K_技术发明_自然辩证法,0
K_抓岩能力_机械工程,0
K_抓斗起重机_机械工程,0
K_抗体依赖性细胞介导的细胞毒作用_医学,0
K_抗原结合价_免疫学,0
K_抗病毒免疫_免疫学,0
K_抚养比_地理学,0
K_抽象数据类型_计算机科学技术,2
K_拉莫尔频率_化学,0
K_拉齿_机械工程,0
K_拘禁反应_心理学,0
K_拟合_数学,2
K_挂镀_机械工程,0
K_指事字_语言学,0
K_指令_计算机科学技术,3
K_指数_数学,3
K_指数和_数学,1
K_指示器_计算机科学技术,0
K_振实_机械工程,0
K_挺柱头部_机械工程,0
K_损失函数_管理科学技术,0
K_排序_计算机科学技术,4
K_排序问题_数学,1
K_排检法_语言学,0
K_排气再循环系统_机械工程,0
K_排阻色谱法_化学,0
K_探伤图形_机械工程,0
K_接管_管理科学技术,0
K_接触定理_数学,0
K_控制系统_计算机科学技术,1
K_控制结构_数学,0
K_控制频率_机械工程,0
K_推理_自然辩证法,0
K_描记装置_医学,0
K_插值_数学,1
K_操作数_计算机科学技术,1
K_操作状态_电气工程,0
K_操作系统_计算机科学技术,8
K_擦除磁头_计算机科学技术,0
K_攒尖_建筑学,0
K_支撑超平面算法_数学,0
K_放射性标准源_化学,0
K_政府职权_管理科学技术,0
K_故障树分析_计算机科学技术,0
K_故障率_航空科学技术,0
K_救生艇乘员定额_船舶工程,0
K_教育效率_教育学,0
K_数字媒体_计算机科学技术,0
K_数字式航空电子信息系统_航空科学技术,0
K_数字签名_计算机科学技术,2
K_数学_数学,34
K_数据传输_数学,2
K_数据传送_计算机科学技术,6
K_数据加密标准_计算机科学技术,2
K_数据对象_计算机科学技术,1
K_数据封装_计算机科学技术,4
K_数据差错_计算机科学技术,1
K_数据库索引_计算机科学技术,1
K_数据流_计算机科学技术,2
K_数据稳定平台_电子学,0
K_数据类型_计算机科学技术,2
K_数据组织_计算机科学技术,3
K_数据结构_数学,2
K_数据结构_计算机科学技术,7
K_数据网络_计算机科学技术,1
K_数据通信_数学,5
K_数据通道_计算机科学技术,3
K_数理逻辑_数学,6
K_数组_计算机科学技术,5
K_数组处理机_计算机科学技术,0
K_数量级_数学,1
K_数量补语_语言学,0
K_整合主义_心理学,0
K_整数_数学,17
K_整的_数学,3
K_整除_数学,3
K_文献信息目录_管理科学技术,0
K_斯拉夫人联合会_世界历史,0
K_新法兰西公司_世界历史,0
K_新王国时代_世界历史,0
K_方位词_语言学,0
K_方法_计算机科学技术,5
K_方程_数学,2
K_旁通调节_机械工程,0
K_旅游者期望_地理学,0
K_无向图_数学,3
K_无定向测量仪表_机械工程,0
K_无序固溶体_材料科学技术,0
K_无曲轴压缩机_机械工程,0
K_无极_自然辩证法,0
K_无穷小_数学,1
K_无线局域网_计算机科学技术,14
K_无色性色素失调症_医学,0
K_旧结核菌素_医学,0
K_星-箭电磁兼容性试验_航天科学技术,0
K_普拉提亚战役_世界历史,0
K_普林斯巴赫期_地质学,0
K_智能传感器_机械工程,0
K_曲柄压力机_机械工程,0
K_最优码_数学,0
K_最佳逼近的存在性_数学,0
K_最大传输单元_计算机科学技术,1
K_最终用户_计算机科学技术,1
K_有界[的]_数学,0
K_有类别编址_计算机科学技术,0
K_服务台_建筑学,0
K_服务器_计算机科学技术,5
K_服务数据单元_计算机科学技术,3
K_服务数据对象_计算机科学技术,0
K_服务端口攻击_计算机科学技术,0
K_服务集标识符_计算机科学技术,2
K_末端电池_电子学,0
K_本原幂等元_数学,0
K_术前模型_医学,0
K_术后脓胸_医学,0
K_机器_管理科学技术,0
K_机械力化学法制粉_材料科学技术,0
K_机载动目标指示雷达_航空科学技术,0
K_杂种第一代_农学,0
K_杂质条纹_材料科学技术,0
K_权力_地理学,0
K_李[天岩]-约克混沌_物理学,0
K_杜能模式_地理学,0
K_极端最低温度_电气工程,0
K_极谱分析_航天科学技术,0
K_极限定理_数学,1
K_枕-小脑后下动脉吻合术_医学,0
K_枚举_数学,1
K_枪柄式气钻_机械工程,0
K_柔性太阳电池阵_电子学,0
K_查找_计算机科学技术,3
K_柱_地质学,0
K_标记技术_农学,0
K_标识_计算机科学技术,6
K_栈底_计算机科学技术,1
K_栈顶_计算机科学技术,1
K_核型_农学,0
K_格物致知_教育学,0
K_梗阻性脑积水_医学,0
K_检定炉_机械工程,0
K_检测仪表_电气工程,0
K_检验批_管理科学技术,0
K_棱镜底向内_医学,0
K_植物配置_建筑学,0
K_概率_数学,1
K_概率分布_数学,4
K_概率测度_数学,1
K_模数转换_航天科学技术,0
K_模数转换器_计算机科学技术,0
K_模膛挤压液压机_机械工程,0
K_欠装法_机械工程,0
K_欧拉-泊松-达布方程_数学,0
K_正交矩阵_数学,0
K_正弦_数学,1
K_正数_数学,5
K_正整数_数学,3
K_正电子湮没术_材料科学技术,0
K_正车喷嘴_船舶工程,0
K_步入式衣柜_建筑学,0
K_死锁预防_计算机科学技术,1
K_残留压力单向阀_机械工程,0
K_残留结石_医学,0
K_比特_数学,3
K_毫米波疗法_医学,0
K_民族解放运动_世界历史,0
K_气体放电源_机械工程,0
K_气候环境_航天科学技术,0
K_气化充瓶车_机械工程,0
K_气压制动器_机械工程,0
K_气压损伤性中耳炎_医学,0
K_气相防锈水剂_机械工程,0
K_氟化锂晶体_材料科学技术,0
K_氢燃烧_化学,0
K_氢键_材料科学技术,0
K_氧化物弥散强化高温合金_材料科学技术,0
K_水合能_化学,0
K_永定柱_建筑学,0
K_汉隶_语言学,0
K_沉降天平_机械工程,0
K_沙壶球室_建筑学,0
K_沙特-黑尔弗里希效应_物理学,0
K_沙马鲁_世界历史,0
K_没食子鞣质_化学,0
K_油料预处理_农学,0
K_泌尿系子宫内膜异位症_医学,0
K_法拉第效应_电子学,0
K_法洛五联症_医学,0
K_泛搜索路由选择_电子学,0
K_泛映射_数学,0
K_波动说_物理学,0
K_波能_力学,0
K_泥炭沼泽_地理学,0
K_注射成型_化学,0
K_注射泵_化学,0
K_活动论_自然辩证法,0
K_流程分析_管理科学技术,0
K_流量传感器_机械工程,0
K_测量方法_计算机科学技术,0
K_海穹_地理学,0
K_消息鉴别码_计算机科学技术,1
K_消防员电梯_机械工程,0
K_涡流扩散_化学,0
K_液体吸收剂除湿机_机械工程,0
K_液相色谱-质谱法_化学,0
K_淀粉_化学,0
K_混合物_化学,0
K_湿式摩擦_机械工程,0
K_湿敏电阻材料_材料科学技术,0
K_漆包线_电气工程,0
K_澄清点法_化学,0
K_激光准直_航天科学技术,0
K_点头痉挛_医学,0
K_炻瓷砖_建筑学,0
K_烧蚀厚度_航天科学技术,0
K_热[传]导方程_数学,0
K_热导率计_机械工程,0
K_热水锅炉_机械工程,0
K_热离子发射_电气工程,0
K_热离子发电器_电子学,0
K_热跑试验_机械工程,0
K_烯丙基_化学,0
K_烷基萘系列化合物_地质学,0
K_焊接翻转机_机械工程,0
K_焦耳积分特性_电气工程,0
K_煤电钻_电气工程,0
K_照度_心理学,0
K_爱国社_世界历史,0
K_版籍奉还_世界历史,0
K_物理结构_计算机科学技术,3
K_牵引效率_机械工程,0
K_状态_数学,1
K_状态_计算机科学技术,1
K_状态方程_数学,2
K_独立性_计算机科学技术,0
K_玉髓_材料科学技术,0
K_环柄式气铲_机械工程,0
K_球墨铸铁_材料科学技术,0
K_生态空间_自然辩证法,0
K_生殖免疫学_医学,0
K_生理效应_航天科学技术,0
K_用户标识_计算机科学技术,1
K_电化学极化_电气工程,0
K_电化学检测器_化学,0
K_电多极矩_物理学,0
K_电子交易系统_管理科学技术,0
K_电子商务[经营]模式_管理科学技术,0
K_电子能谱仪_化学,0
K_电子能量分析器_机械工程,0
K_电晕计数器_电子学,0
K_电离能_物理学,0
K_电路断态重复峰值电压_电气工程,0
K_界面变量_力学,0
K_疾病保险法_世界历史,0
K_病毒性呼吸道感染_医学,0
K_白细胞介素-1系统_免疫学,0
K_白细胞介素-6受体_免疫学,0
K_皱叶甘蓝_农学,0
K_皱缩耳_医学,0
K_直接接触防护_电气工程,0
K_直接教学_教育学,0
K_直接进样量热分析_化学,0
K_直线_数学,5
K_相对稳定地块_地质学,0
K_相等_数学,3
K_真空区域_机械工程,0
K_真空干燥箱_机械工程,0
K_真空筛_机械工程,0
K_真空钢包脱气法_机械工程,0
K_真近点角_航天科学技术,0
K_眼球震颤电流描记[法]_医学,0
K_着火_力学,0
K_矢量导抗测量仪_电子学,0
K_知觉结构_自然辩证法,0
K_矩阵表示_数学,2
K_短波辐射_建筑学,0
K_矿山机车_电气工程,0
K_破冰船_船舶工程,0
K_硝化抑制剂_农学,0
K_硫化_材料科学技术,0
K_确定性_数学,0
K_碘甲状腺功能亢进症_医学,0
K_磁变化仪_电气工程,0
K_磁滞材料_电气工程,0
K_磴道_建筑学,0
K_社区中介组织_管理科学技术,0
K_祖先_计算机科学技术,2
K_神经移植_医学,0
K_神经系统_心理学,0
K_禁止脉冲_计算机科学技术,0
K_离子交换纤维_材料科学技术,0
K_离子微探针分析_材料科学技术,0
K_离子色谱法_化学,0
K_离差_数学,2
K_科学的价值_自然辩证法,0
K_积分振动仪_机械工程,0
K_积分方程_数学,0
K_移民教育_教育学,0
K_程序设计_计算机科学技术,7
K_空气制冷循环_机械工程,0
K_空气压力天平_机械工程,0
K_穿越辐射探测器_电子学,0
K_突变失效_电气工程,0
K_窗帘_建筑学,0
K_立方_数学,1
K_竞争战略_管理科学技术,0
K_端齿工作台_机械工程,0
K_符号_数学,4
K_第三代测序技术_计算机科学技术,0
K_第五项修炼理论_管理科学技术,0
K_等于_数学,8
K_等倾条纹_物理学,0
K_等式_数学,1
K_简单取样_机械工程,0
K_算术_数学,21
K_算法_数学,7
K_算法_计算机科学技术,1
K_算法分析_计算机科学技术,4
K_算法正确性_计算机科学技术,2
K_管理科学_管理科学技术,0
K_管理规约_建筑学,0
K_管系图_机械工程,0
K_箱法扩散_电子学,0
K_米-费综合征_免疫学,0
K_类液元胞_物理学,0
K_粮库_建筑学,0
K_系统实施_计算机科学技术,1
K_系统实现_计算机科学技术,2
K_系统设计_数学,1
K_索引_语言学,0
K_紧急复压系统_航天科学技术,0
K_紫外试验_航天科学技术,0
K_累积因子_地质学,0
K_红外发散_物理学,0
K_红外多光子吸收光谱_化学,0
K_红细胞生成素_医学,0
K_约定焊接电流_电气工程,0
K_约束_数学,2
K_纳斯达克指数_管理科学技术,0
K_纵坐标_数学,1
K_线性关系_数学,1
K_线性回归_数学,1
K_线性表_计算机科学技术,1
K_组合_数学,1
K_组合逻辑_计算机科学技术,1
K_细菌性腹泻_医学,0
K_细菌性食物中毒_医学,0
K_终身学习_管理科学技术,0
K_经尿道尿道瓣膜切除术_医学,0
K_经济全球化_世界历史,0
K_结构化分析_计算机科学技术,0
K_结构图_计算机科学技术,4
K_络合色谱法_机械工程,0
K_绝对不等式_数学,0
K_缓存_计算机科学技术,1
K_编址_计算机科学技术,4
K_网上拍卖_计算机科学技术,0
K_网络互联_计算机科学技术,8
K_网络体系结构_计算机科学技术,18
K_网络地址转换_计算机科学技术,2
K_网络应用_计算机科学技术,3
K_网络攻击_计算机科学技术,1
K_羰基粉_材料科学技术,0
K_耐撞性_力学,0
K_耐环境应力开裂_材料科学技术,0
K_职业兴趣测验_管理科学技术,0
K_聚丙烯_材料科学技术,0
K_聚对二甲苯_材料科学技术,0
K_肉芽肿性牙龈瘤_医学,0
K_肘形尾水管深度_机械工程,0
K_肠病性关节炎_医学,0
K_肯定性行动计划_世界历史,0
K_胶合层杂质_机械工程,0
K_膨胀性流体_材料科学技术,0
K_自动推理_计算机科学技术,0
K_自掺杂_电子学,0
K_自洽场_物理学,0
K_自然对数_数学,1
K_自然物候_地理学,0
K_自由涡_航空科学技术,0
K_自适应自动驾驶仪_航空科学技术,0
K_航天员心理学评定_航天科学技术,0
K_航空化探_地质学,0
K_航空机枪_航空科学技术,0
K_航空视频记录系统_航空科学技术,0
K_航路_航空科学技术,0
K_船舶电气设备_船舶工程,0
K_舾装_船舶工程,0
K_节径_机械工程,0
K_芒德布罗集[合]_物理学,0
K_英国继续教育学院_教育学,0
K_范围查询_计算机科学技术,1
K_范艾仑带_物理学,0
K_荧光激活细胞分选仪_免疫学,0
K_获得性耐药_医学,0
K_菌种_建筑学,0
K_萌出期囊肿_医学,0
K_萨拉戈萨条约_世界历史,0
K_蕴涵_数学,1
K_虚工作_管理科学技术,0
K_虚警概率_电子学,0
K_蚕豆病_医学,0
K_蛋白质三维结构叠印_计算机科学技术,0
K_蛋鸡舍_农学,0
K_行向量_数学,1
K_补偿追踪_心理学,0
K_表面超量_化学,0
K_被加数_数学,2
K_裂钻_医学,0
K_观察语言_自然辩证法,0
K_计算_数学,20
K_计算效率_数学,1
K_计算方法_计算机科学技术,1
K_计算机_计算机科学技术,37
K_计算机技术_计算机科学技术,27
K_计算机科学_计算机科学技术,21
K_计算机系统_机械工程,0
K_计算机隐喻_自然辩证法,0
K_计算科学_计算机科学技术,13
K_设施_管理科学技术,0
K_设计水线_船舶工程,0
K_访问控制_计算机科学技术,5
K_访问控制列表_计算机科学技术,1
K_访问路径_计算机科学技术,1
K_评估可靠度_电气工程,0
K_识别_农学,0
K_词汇映射理论_语言学,0
K_词汇类型_语言学,0
K_词法学_语言学,0
K_语法_数学,2
K_语法规则_语言学,0
K_语言市场_语言学,0
K_课堂隔离_教育学,0
K_课程范式_教育学,0
K_调压范围_电气工程,0
K_调合漆_材料科学技术,0
K_调整带_电子学,0
K_谐声系统_语言学,0
K_谐振式传感器_机械工程,0
K_豆科作物_农学,0
K_象皮肿病变组织切除植皮术_医学,0
K_象限_数学,1
K_负号_数学,2
K_负整数_数学,1
K_负极_化学,0
K_负极_电子学,0
K_负离子束_电气工程,0
K_负载导抗_电气工程,0
K_质量输运限制生长_材料科学技术,0
K_贵族代辖制_世界历史,0
K_费根鲍姆常数_自然辩证法,0
K_赋值_数学,1
K_赋值语句_计算机科学技术,2
K_赤道气候_农学,0
K_起电盘_物理学,0
K_起飞漂移量测量_航天科学技术,0
K_超重原子_物理学,0
K_跟踪_计算机科学技术,1
K_路由信息协议_计算机科学技术,4
K_车身举升点_机械工程,0
K_车高_机械工程,0
K_轨压限制器_机械工程,0
K_轨道回流系统_电气工程,0
K_转向信号灯指示器_机械工程,0
K_转换开关_电气工程,0
K_转注字_语言学,0
K_轮盘_机械工程,0
K_软件_计算机科学技术,3
K_软件验证_计算机科学技术,1
K_轴控制_机械工程,0
K_轻骨料混凝土_建筑学,0
K_载波用户_航天科学技术,0
K_辐射过热器_机械工程,0
K_输入向量_数学,2
K_输入输出_计算机科学技术,1
K_输片机构_航天科学技术,0
K_辞书索引_语言学,0
K_过冲持续时间_电气工程,0
K_过渡过程时间_计算机科学技术,0
K_过热区_机械工程,0
K_过程控制_机械工程,0
K_迈斯纳效应_物理学,0
K_运算_数学,36
K_返回_机械工程,0
K_进气道总压恢复_航空科学技术,0
K_进油阀_机械工程,0
K_远程工作_管理科学技术,0
K_远程访问_计算机科学技术,1
K_连带存储_物理学,0
K_连接点_计算机科学技术,1
K_连续函数_数学,1
K_连通图_数学,1
K_连通图_计算机科学技术,1
K_连通域_计算机科学技术,1
K_连通性_计算机科学技术,1
K_迭代_计算机科学技术,7
